Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
226.29,1.0,53.251,0.018779,2.8129,4.6908,149.07,12.488,20.882,280.1,0.59976,17.859,0.014002,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.020416288114657875,0.25182639
226.29,2.63,140.49,0.007118,2.7983,4.6703,140.97,12.516,21.04,279.97,0.59714,17.897,0.014072,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.053694837741550205,0.09545238000000002
226.29,4.26,228.27,0.0043807,2.7836,4.6498,136.9,12.543,21.201,279.85,0.59449,17.936,0.014142,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.08697338736844254,0.05874518700000001
226.29,5.89,316.61,0.0031585,2.7689,4.6293,134.14,12.571,21.363,279.74,0.59181,17.976,0.014215,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.12025193699533487,0.042355485000000005
226.29,7.52,405.5,0.0024661,2.7541,4.6086,132.04,12.598,21.528,279.63,0.58911,18.017,0.014289,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.1535304866222272,0.033070401000000006
226.29,9.15,494.95,0.0020204,2.7392,4.5879,130.34,12.626,21.696,279.53,0.58638,18.06,0.014364,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.18680903624911957,0.027093564
226.29,10.78,584.96,0.0017095,2.7243,4.5671,128.91,12.653,21.866,279.44,0.58362,18.104,0.014441,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.22008758587601188,0.022924395000000004
226.29,12.41,675.55,0.0014803,2.7093,4.5463,127.68,12.681,22.038,279.35,0.58083,18.149,0.014519,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.2533661355029042,0.019850823
226.29,14.04,766.71,0.0013043,2.6942,4.5254,126.58,12.709,22.213,279.26,0.57802,18.196,0.014599,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.2866446851297965,0.017490663
226.29,15.67,858.44,0.0011649,2.6791,4.5045,125.6,12.736,22.39,279.19,0.57517,18.243,0.014681,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.3199232347566889,0.015621309000000002
226.29,17.3,950.76,0.0010518,2.6638,4.4834,124.71,12.764,22.57,279.12,0.57229,18.293,0.014764,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.35320178438358124,0.014104638000000003
226.29,18.93,1043.7,0.00095816,2.6485,4.4623,123.9,12.792,22.752,279.05,0.56939,18.343,0.014849,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.5,0.38648033401047355,0.012848925600000002
