Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
211.2,1.0,57.084,0.017518,2.6238,4.3756,147.63,12.493,20.901,270.54,0.67524,16.8,0.013169,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.020416288114657875,0.23491638
211.2,2.63,150.73,0.0066346,2.6077,4.3526,139.52,12.527,21.09,270.32,0.6723,16.84,0.013243,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.053694837741550205,0.08896998600000001
211.2,4.26,245.11,0.0040797,2.5914,4.3294,135.43,12.561,21.283,270.11,0.66933,16.882,0.013319,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.08697338736844254,0.05470877700000001
211.2,5.89,340.26,0.0029389,2.5751,4.3061,132.66,12.595,21.48,269.9,0.66631,16.926,0.013396,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.12025193699533487,0.039410649000000006
211.2,7.52,436.17,0.0022927,2.5586,4.2827,130.55,12.63,21.681,269.7,0.66326,16.97,0.013476,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.1535304866222272,0.030745107
211.2,9.15,532.86,0.0018767,2.5421,4.2592,128.84,12.664,21.885,269.5,0.66016,17.017,0.013557,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.18680903624911957,0.025166547000000004
211.2,10.78,630.34,0.0015865,2.5254,4.2356,127.4,12.699,22.093,269.31,0.65702,17.065,0.01364,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.22008758587601188,0.021274965000000003
211.2,12.41,728.61,0.0013725,2.5087,4.2119,126.15,12.734,22.305,269.13,0.65384,17.114,0.013725,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.2533661355029042,0.018405225
211.2,14.04,827.7,0.0012082,2.4918,4.1881,125.04,12.769,22.522,268.95,0.65062,17.165,0.013813,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.2866446851297965,0.016201962
211.2,15.67,927.6,0.001078,2.4749,4.1642,124.05,12.804,22.742,268.78,0.64735,17.218,0.013902,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.4,0.3199232347566889,0.01445598
