Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
577.94,1.0,20.817,0.048037,29.362,34.166,148.37,38.472,46.816,364.39,0.22162,27.031,0.039192,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.013550135501355014,0.5091922
577.94,3.4583,72.054,0.013878,29.341,34.14,138.02,38.491,46.91,364.36,0.22084,27.06,0.039279,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.046860433604336046,0.14710679999999998
577.94,5.9167,123.38,0.0081053,29.319,34.115,133.52,38.51,47.004,364.33,0.22006,27.09,0.039366,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.0801720867208672,0.08591617999999998
577.94,8.375,174.78,0.0057215,29.298,34.089,130.59,38.529,47.099,364.32,0.21928,27.12,0.039452,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.11348238482384825,0.0606479
577.94,10.833,226.27,0.0044196,29.276,34.064,128.41,38.549,47.193,364.3,0.2185,27.15,0.039539,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.14678861788617886,0.046847759999999995
577.94,13.292,277.83,0.0035993,29.255,34.039,126.68,38.568,47.288,364.3,0.21772,27.181,0.039625,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.18010840108401086,0.03815258
577.94,15.75,329.48,0.0030351,29.233,34.013,125.23,38.587,47.383,364.29,0.21693,27.212,0.03971,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.21341463414634146,0.03217206
577.94,18.208,381.21,0.0026233,29.212,33.988,123.99,38.606,47.479,364.3,0.21615,27.244,0.039796,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.24672086720867206,0.027806979999999995
577.94,20.667,433.01,0.0023094,29.19,33.963,122.9,38.625,47.575,364.31,0.21536,27.276,0.039881,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.2800406504065041,0.02447964
577.94,23.125,484.88,0.0020623,29.169,33.938,121.92,38.644,47.671,364.32,0.21457,27.308,0.039966,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.3133468834688347,0.02186038
577.94,25.583,536.83,0.0018628,29.147,33.913,121.05,38.663,47.767,364.35,0.21378,27.341,0.040051,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.3466531165311653,0.019745679999999998
577.94,28.042,588.86,0.0016982,29.126,33.888,120.25,38.683,47.864,364.37,0.21299,27.374,0.040135,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.37997289972899734,0.01800092
577.94,30.5,640.95,0.0015602,29.104,33.863,119.51,38.702,47.961,364.4,0.21219,27.407,0.04022,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.41327913279132794,0.01653812
577.94,32.958,693.12,0.0014428,29.083,33.838,118.83,38.721,48.058,364.44,0.2114,27.441,0.040304,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.44658536585365854,0.015293679999999999
577.94,35.417,745.35,0.0013417,29.061,33.813,118.2,38.74,48.155,364.49,0.2106,27.475,0.040389,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.47990514905149056,0.014222019999999998
577.94,37.875,797.65,0.0012537,29.039,33.788,117.6,38.759,48.253,364.54,0.2098,27.509,0.040473,vapor,CO2,C124389,carbon-dioxide,304.18,73.8,10.6,0.09433962264150944,1.9,0.5132113821138211,0.01328922
