Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
247.33,1.0,48.699,0.020534,5.1277,7.1811,199.65,20.893,29.274,299.64,0.38021,17.637,0.022243,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.019829466587348802,0.27926239999999997
247.33,2.365,115.4,0.0086657,5.1164,7.1659,192.45,20.912,29.384,299.49,0.37942,17.668,0.022318,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.04689668847907992,0.11785352
247.33,3.73,182.36,0.0054838,5.1052,7.1507,188.61,20.93,29.495,299.34,0.37861,17.7,0.022393,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.07396391037081103,0.07457968
247.33,5.095,249.58,0.0040068,5.0939,7.1354,185.97,20.948,29.606,299.19,0.37778,17.732,0.022469,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.10103113226254214,0.054492479999999996
247.33,6.46,317.06,0.003154,5.0826,7.1201,183.96,20.966,29.719,299.05,0.37694,17.764,0.022545,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.12809835415427326,0.0428944
247.33,7.825,384.8,0.0025987,5.0713,7.1048,182.32,20.985,29.833,298.91,0.37609,17.796,0.022622,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.15516557604600437,0.035342319999999997
247.33,9.19,452.81,0.0022084,5.0599,7.0895,180.93,21.003,29.948,298.77,0.37522,17.828,0.022699,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.18223279793773547,0.03003424
247.33,10.555,521.08,0.0019191,5.0485,7.0741,179.74,21.021,30.063,298.64,0.37433,17.861,0.022777,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.20930001982946658,0.02609976
247.33,11.92,589.62,0.001696,5.0371,7.0588,178.68,21.04,30.18,298.51,0.37343,17.894,0.022855,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.2363672417211977,0.0230656
247.33,13.285,658.42,0.0015188,5.0257,7.0434,177.73,21.058,30.298,298.39,0.37252,17.926,0.022933,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.2634344636129288,0.02065568
247.33,14.65,727.49,0.0013746,5.0142,7.028,176.87,21.076,30.417,298.27,0.37159,17.96,0.023012,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.29050168550465993,0.01869456
247.33,16.015,796.82,0.001255,5.0027,7.0125,176.08,21.095,30.537,298.15,0.37065,17.993,0.023091,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.31756890739639104,0.017068
247.33,17.38,866.42,0.0011542,4.9911,6.9971,175.36,21.113,30.658,298.03,0.36969,18.026,0.023171,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.34463612928812215,0.01569712
247.33,18.745,936.29,0.001068,4.9795,6.9816,174.68,21.131,30.78,297.93,0.36871,18.06,0.023251,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,1.6,0.37170335117985326,0.0145248
