Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
711.7,3.0,50.858,0.019663,54.563,60.462,146.85,29.444,37.909,648.26,0.63288,26.043,0.05935,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.01359680928208847,0.3519677
711.7,10.348,176.81,0.0056558,54.431,60.284,136.37,29.751,38.601,645.67,0.63226,26.042,0.060045,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.04689992748368384,0.10123882
711.7,17.697,304.79,0.003281,54.297,60.103,131.72,30.069,39.329,643.03,0.63137,26.044,0.060762,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.08020757795503988,0.058729899999999995
711.7,25.045,434.89,0.0022994,54.16,59.919,128.64,30.399,40.093,640.35,0.6302,26.049,0.061502,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.11351069615663525,0.041159259999999996
711.7,32.393,567.22,0.001763,54.021,59.732,126.3,30.74,40.897,637.62,0.62876,26.057,0.062266,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.14681381435823063,0.0315577
711.7,39.742,701.88,0.0014248,53.879,59.541,124.4,31.093,41.741,634.85,0.62706,26.068,0.063057,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.18012146482958666,0.025503919999999996
711.7,47.09,838.99,0.0011919,53.735,59.347,122.78,31.457,42.628,632.03,0.6251,26.082,0.063874,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.21342458303118206,0.02133501
711.7,54.438,978.66,0.0010218,53.587,59.15,121.36,31.833,43.561,629.16,0.62289,26.1,0.064721,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.2467277012327774,0.01829022
711.7,61.787,1121.0,0.00089203,53.437,58.949,120.1,32.221,44.541,626.25,0.62043,26.121,0.065598,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.28003535170413346,0.015967336999999998
711.7,69.135,1266.3,0.00078973,53.284,58.744,118.94,32.62,45.571,623.28,0.61772,26.146,0.066508,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.31333846990572883,0.014136166999999998
711.7,76.483,1414.5,0.00070698,53.128,58.535,117.88,33.031,46.655,620.27,0.61478,26.175,0.067454,vapor,H2O,C7732185,water,647.0,220.64,17.9,0.0558659217877095,1.1,0.3466415881073242,0.012654941999999999
