Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
271.55,1.0,44.333,0.022556,3.3794,5.635,152.88,12.481,20.847,306.95,0.43467,20.912,0.0164,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.020416288114657875,0.30247596000000004
271.55,2.63,116.78,0.0085632,3.3681,5.6202,144.8,12.497,20.946,307.01,0.43279,20.943,0.016459,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.053694837741550205,0.11483251200000001
271.55,4.26,189.45,0.0052785,3.3568,5.6054,140.75,12.513,21.046,307.07,0.43089,20.974,0.016519,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.08697338736844254,0.07078468500000001
271.55,5.89,262.34,0.0038118,3.3455,5.5906,138.01,12.529,21.147,307.14,0.42899,21.007,0.01658,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.12025193699533487,0.05111623800000001
271.55,7.52,335.46,0.002981,3.3341,5.5759,135.94,12.544,21.248,307.22,0.42707,21.04,0.016641,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.1535304866222272,0.039975210000000004
271.55,9.15,408.8,0.0024462,3.3228,5.5611,134.26,12.56,21.35,307.3,0.42515,21.074,0.016703,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.18680903624911957,0.032803542000000005
271.55,10.78,482.36,0.0020732,3.3114,5.5463,132.86,12.576,21.453,307.38,0.42321,21.109,0.016766,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.22008758587601188,0.027801612
271.55,12.41,556.14,0.0017981,3.3,5.5315,131.65,12.591,21.556,307.47,0.42127,21.144,0.01683,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.2533661355029042,0.024112521
271.55,14.04,630.14,0.001587,3.2886,5.5167,130.58,12.607,21.66,307.56,0.41931,21.181,0.016895,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.2866446851297965,0.021281670000000003
271.55,15.67,704.36,0.0014197,3.2771,5.5019,129.62,12.623,21.765,307.66,0.41735,21.218,0.016961,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.3199232347566889,0.019038177000000003
271.55,17.3,778.8,0.001284,3.2657,5.4871,128.76,12.638,21.87,307.76,0.41538,21.256,0.017027,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.35320178438358124,0.01721844
271.55,18.93,853.45,0.0011717,3.2542,5.4722,127.97,12.654,21.976,307.87,0.4134,21.295,0.017094,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.38648033401047355,0.015712497
271.55,20.56,928.32,0.0010772,3.2427,5.4574,127.24,12.669,22.082,307.98,0.41141,21.335,0.017163,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.41975888363736585,0.014445252
271.55,22.19,1003.4,0.00099661,3.2312,5.4426,126.56,12.685,22.19,308.1,0.40941,21.375,0.017232,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.45303743326425827,0.0133645401
271.55,23.82,1078.7,0.00092704,3.2196,5.4278,125.93,12.7,22.297,308.23,0.4074,21.417,0.017302,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.4863159828911506,0.012431606400000001
271.55,25.45,1154.2,0.00086639,3.208,5.413,125.34,12.716,22.406,308.35,0.40538,21.459,0.017373,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.5195945325180429,0.0116182899
271.55,27.08,1229.9,0.00081305,3.1965,5.3982,124.78,12.731,22.515,308.49,0.40335,21.502,0.017445,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.5528730821449352,0.010903000500000001
271.55,28.71,1305.9,0.00076578,3.1849,5.3834,124.25,12.746,22.624,308.63,0.40131,21.546,0.017517,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.5861516317718276,0.0102691098
271.55,30.34,1382.0,0.00072359,3.1732,5.3686,123.75,12.762,22.734,308.77,0.39926,21.591,0.017591,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.6194301813987199,0.0097033419
271.55,31.97,1458.3,0.00068571,3.1616,5.3538,123.28,12.777,22.845,308.92,0.39721,21.637,0.017665,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.6527087310256122,0.0091953711
271.55,33.6,1534.9,0.00065151,3.1499,5.339,122.82,12.792,22.956,309.08,0.39515,21.683,0.017741,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.6859872806525046,0.008736749100000002
271.55,35.23,1611.6,0.00062049,3.1383,5.3242,122.38,12.807,23.068,309.24,0.39307,21.731,0.017817,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.7192658302793968,0.008320770900000002
271.55,36.86,1688.6,0.00059221,3.1266,5.3095,121.97,12.823,23.18,309.41,0.39099,21.779,0.017894,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.7525443799062892,0.0079415361
271.55,38.49,1765.7,0.00056634,3.1149,5.2947,121.56,12.838,23.293,309.58,0.38891,21.828,0.017972,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.7858229295331817,0.007594619400000001
271.55,40.12,1843.1,0.00054257,3.1032,5.2799,121.18,12.853,23.406,309.76,0.38681,21.878,0.018052,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.8191014791600739,0.007275863700000001
271.55,41.75,1920.6,0.00052066,3.0914,5.2652,120.8,12.868,23.52,309.95,0.3847,21.929,0.018132,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.8523800287869663,0.006982050600000001
271.55,43.38,1998.4,0.00050041,3.0797,5.2504,120.44,12.883,23.635,310.14,0.38259,21.981,0.018212,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.8856585784138586,0.0067104981
271.55,45.01,2076.3,0.00048163,3.0679,5.2357,120.09,12.898,23.75,310.33,0.38047,22.034,0.018294,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.9189371280407509,0.0064586583000000005
271.55,46.64,2154.4,0.00046417,3.0561,5.221,119.76,12.913,23.865,310.53,0.37834,22.088,0.018377,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.9522156776676433,0.006224519700000001
271.55,48.27,2232.7,0.00044789,3.0443,5.2063,119.43,12.928,23.981,310.74,0.37621,22.142,0.018461,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,0.9854942272945356,0.006006204900000001
271.55,49.9,2311.2,0.00043268,3.0325,5.1916,119.11,12.942,24.097,310.96,0.37407,22.198,0.018545,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,1.0187727769214279,0.005802238800000001
271.55,49.9,2311.2,0.00043268,3.0325,5.1916,119.11,12.942,24.097,310.96,0.37407,22.198,0.018545,supercritical,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,1.0187727769214279,0.005802238800000001
271.55,49.9,2311.2,0.00043268,3.0325,5.1916,119.11,12.942,24.097,310.96,0.37407,22.198,0.018545,supercritical,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,1.0187727769214279,0.005802238800000001
271.55,51.53,2389.8,0.00041844,3.0207,5.1769,118.8,12.957,24.214,311.18,0.37192,22.254,0.018631,supercritical,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,1.0520513265483202,0.005611280400000001
271.55,53.16,2468.7,0.00040508,3.0088,5.1622,118.5,12.972,24.331,311.4,0.36976,22.311,0.018717,supercritical,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.8000000000000003,1.0853298761752126,0.0054321228000000004
