Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
139.12,1.0,87.241,0.011462,2.8632,4.0095,182.78,20.897,29.504,223.86,1.0402,10.607,0.012779,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.019829466587348802,0.1558832
139.12,2.365,208.97,0.0047853,2.8354,3.9671,175.42,21.038,30.073,222.36,1.0453,10.637,0.012918,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.04689668847907992,0.06508008
139.12,3.73,333.97,0.0029943,2.8068,3.9236,171.42,21.185,30.685,220.83,1.0503,10.668,0.013063,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.07396391037081103,0.04072248
139.12,5.095,462.47,0.0021623,2.7774,3.8791,168.62,21.338,31.345,219.26,1.0554,10.7,0.013216,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.10103113226254214,0.029407279999999997
139.12,6.46,594.75,0.0016814,2.7471,3.8333,166.42,21.498,32.058,217.66,1.0605,10.733,0.013376,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.12809835415427326,0.022867039999999998
139.12,7.825,731.13,0.0013677,2.716,3.7862,164.6,21.664,32.833,216.01,1.0656,10.768,0.013544,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.15516557604600437,0.018600719999999998
139.12,9.19,871.97,0.0011468,2.6838,3.7377,163.02,21.839,33.678,214.33,1.0709,10.804,0.013723,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.18223279793773547,0.015596479999999998
139.12,10.555,1017.7,0.00098262,2.6505,3.6877,161.62,22.024,34.606,212.59,1.0764,10.842,0.013913,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.20930001982946658,0.013363632
139.12,11.92,1168.8,0.00085561,2.6161,3.636,160.35,22.221,35.634,210.81,1.0819,10.882,0.014116,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.2363672417211977,0.011636296
139.12,13.285,1325.8,0.00075429,2.5803,3.5824,159.17,22.433,36.779,208.96,1.0877,10.925,0.014333,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.2634344636129288,0.010258343999999999
139.12,14.65,1489.3,0.00067144,2.543,3.5267,158.08,22.664,38.071,207.05,1.0935,10.971,0.014567,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.29050168550465993,0.009131584
139.12,16.015,1660.3,0.00060229,2.5041,3.4686,157.03,22.92,39.543,205.07,1.0995,11.02,0.014822,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.31756890739639104,0.008191144
139.12,17.38,1839.7,0.00054356,2.4632,3.4079,156.04,23.21,41.244,202.99,1.1056,11.073,0.0151,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.34463612928812215,0.007392416
139.12,18.745,2028.7,0.00049292,2.42,3.344,155.07,23.543,43.243,200.81,1.1116,11.132,0.015408,vapor,O2,C7782447,oxygen,154.58,50.43,13.6,0.07352941176470588,0.9,0.37170335117985326,0.006703712
