Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Z
711.7,1770.0,40739.0,2.4547e-05,30.697,35.042,69.009,49.099,78.621,1300.9,0.0015753,92.947,0.59897,supercritical,0.7342850785467642
711.7,1780.0,40791.0,2.4515e-05,30.677,35.041,68.973,49.101,78.524,1304.1,0.0014201,93.117,0.60012,supercritical,0.7374709438303778
711.7,1790.0,40843.0,2.4484e-05,30.657,35.04,68.937,49.103,78.428,1307.3,0.0012667,93.286,0.60127,supercritical,0.7406762443963434
711.7,1800.0,40895.0,2.4453e-05,30.637,35.039,68.901,49.104,78.333,1310.4,0.0011152,93.455,0.60242,supercritical,0.7438710668100844
711.7,1810.0,40946.0,2.4422e-05,30.617,35.038,68.866,49.106,78.239,1313.5,0.00096558,93.624,0.60356,supercritical,0.747055411071601
711.7,1820.0,40997.0,2.4392e-05,30.598,35.037,68.83,49.108,78.147,1316.6,0.00081777,93.791,0.6047,supercritical,0.7502600356277456
711.7,1830.0,41048.0,2.4362e-05,30.578,35.037,68.795,49.11,78.055,1319.7,0.00067174,93.958,0.60583,supercritical,0.7534545200365762
711.7,1840.0,41099.0,2.4332e-05,30.559,35.036,68.76,49.112,77.965,1322.8,0.00052747,94.125,0.60696,supercritical,0.7566388642980927
711.7,1850.0,41149.0,2.4302e-05,30.54,35.036,68.726,49.114,77.875,1325.9,0.00038493,94.29,0.60809,supercritical,0.7598130684122952
711.7,1860.0,41199.0,2.4273e-05,30.521,35.035,68.691,49.116,77.786,1328.9,0.00024407,94.456,0.60921,supercritical,0.7630085668358573
711.7,1870.0,41248.0,2.4243e-05,30.502,35.035,68.657,49.118,77.699,1332.0,0.00010487,94.62,0.61033,supercritical,0.7661626596578871
711.7,1880.0,41298.0,2.4214e-05,30.483,35.035,68.623,49.12,77.612,1335.0,-3.2699e-05,94.784,0.61145,supercritical,0.7693383847941866
711.7,1890.0,41347.0,2.4186e-05,30.464,35.035,68.589,49.122,77.527,1338.0,-0.00016867,94.948,0.61256,supercritical,0.7725362492521218
711.7,1900.0,41396.0,2.4157e-05,30.446,35.036,68.555,49.124,77.442,1341.0,-0.00030306,95.11,0.61367,supercritical,0.7756925391060696
711.7,1910.0,41444.0,2.4129e-05,30.427,35.036,68.522,49.126,77.358,1344.0,-0.0004359,95.273,0.61478,supercritical,0.7788713062865634
711.7,1920.0,41492.0,2.4101e-05,30.409,35.036,68.488,49.128,77.275,1347.0,-0.00056723,95.434,0.61588,supercritical,0.7820406093295642
711.7,1930.0,41540.0,2.4073e-05,30.391,35.037,68.455,49.13,77.193,1350.0,-0.00069707,95.595,0.61698,supercritical,0.7852004482350718
711.7,1940.0,41588.0,2.4045e-05,30.373,35.037,68.422,49.132,77.112,1352.9,-0.00082543,95.756,0.61808,supercritical,0.7883508230030865
711.7,1950.0,41635.0,2.4018e-05,30.354,35.038,68.389,49.135,77.032,1355.9,-0.00095236,95.916,0.61917,supercritical,0.7915246891123785
711.7,1960.0,41683.0,2.3991e-05,30.337,35.039,68.357,49.137,76.952,1358.8,-0.0010779,96.075,0.62027,supercritical,0.7946894290890879
711.7,1970.0,41730.0,2.3964e-05,30.319,35.04,68.324,49.139,76.874,1361.7,-0.001202,96.234,0.62135,supercritical,0.7978450429332148
711.7,1980.0,41776.0,2.3937e-05,30.301,35.041,68.292,49.142,76.796,1364.6,-0.0013247,96.392,0.62244,supercritical,0.8009915306447588
711.7,1990.0,41823.0,2.391e-05,30.284,35.042,68.26,49.144,76.719,1367.5,-0.0014461,96.55,0.62352,supercritical,0.8041288922237204
711.7,2000.0,41869.0,2.3884e-05,30.266,35.043,68.228,49.146,76.643,1370.4,-0.0015662,96.707,0.6246,supercritical,0.8072909281611461
711.7,2010.0,41915.0,2.3858e-05,30.249,35.044,68.196,49.149,76.567,1373.3,-0.0016849,96.864,0.62568,supercritical,0.8104441759708998
711.7,2020.0,41961.0,2.3832e-05,30.231,35.045,68.165,49.151,76.492,1376.1,-0.0018024,97.02,0.62675,supercritical,0.8135886356529811
711.7,2030.0,42006.0,2.3806e-05,30.214,35.047,68.133,49.154,76.419,1379.0,-0.0019186,97.176,0.62782,supercritical,0.8167243072073902
711.7,2040.0,42051.0,2.378e-05,30.197,35.048,68.102,49.156,76.345,1381.8,-0.0020336,97.331,0.62889,supercritical,0.8198511906341273
711.7,2050.0,42097.0,2.3755e-05,30.18,35.05,68.071,49.159,76.273,1384.6,-0.0021473,97.486,0.62995,supercritical,0.8230039314365151
711.7,2060.0,42141.0,2.373e-05,30.163,35.052,68.04,49.161,76.201,1387.5,-0.0022599,97.64,0.63101,supercritical,0.8261482221161413
711.7,2070.0,42186.0,2.3705e-05,30.147,35.053,68.009,49.164,76.13,1390.3,-0.0023712,97.793,0.63207,supercritical,0.8292840626730058
711.7,2080.0,42230.0,2.368e-05,30.13,35.055,67.978,49.166,76.06,1393.1,-0.0024814,97.947,0.63313,supercritical,0.8324114531071085
711.7,2090.0,42274.0,2.3655e-05,30.113,35.057,67.948,49.169,75.99,1395.8,-0.0025905,98.099,0.63418,supercritical,0.8355303934184494
711.7,2100.0,42318.0,2.363e-05,30.097,35.059,67.917,49.171,75.921,1398.6,-0.0026984,98.251,0.63523,supercritical,0.8386408836070289
711.7,2110.0,42362.0,2.3606e-05,30.08,35.061,67.887,49.174,75.853,1401.4,-0.0028052,98.403,0.63628,supercritical,0.8417785831909008
711.7,2120.0,42406.0,2.3582e-05,30.064,35.063,67.857,49.177,75.785,1404.1,-0.0029109,98.554,0.63733,supercritical,0.8449081706569217
711.7,2130.0,42449.0,2.3558e-05,30.048,35.066,67.827,49.179,75.718,1406.9,-0.0030156,98.705,0.63837,supercritical,0.8480296460050912
711.7,2140.0,42492.0,2.3534e-05,30.032,35.068,67.797,49.182,75.651,1409.6,-0.0031191,98.855,0.63941,supercritical,0.8511430092354095
711.7,2150.0,42535.0,2.351e-05,30.016,35.07,67.767,49.185,75.586,1412.3,-0.0032217,99.005,0.64045,supercritical,0.8542482603478766
711.7,2160.0,42577.0,2.3487e-05,30.0,35.073,67.738,49.188,75.521,1415.0,-0.0033232,99.154,0.64149,supercritical,0.8573819038728231
711.7,2170.0,42620.0,2.3463e-05,29.984,35.075,67.708,49.19,75.456,1417.7,-0.0034237,99.303,0.64252,supercritical,0.8604710997520428
711.7,2180.0,42662.0,2.344e-05,29.968,35.078,67.679,49.193,75.392,1420.4,-0.0035231,99.452,0.64355,supercritical,0.8635890260486526
711.7,2190.0,42704.0,2.3417e-05,29.952,35.081,67.65,49.196,75.329,1423.1,-0.0036216,99.6,0.64458,supercritical,0.8666991782323216
711.7,2200.0,42746.0,2.3394e-05,29.937,35.083,67.621,49.199,75.266,1425.8,-0.0037192,99.747,0.6456,supercritical,0.8698015563030497
711.7,2210.0,42788.0,2.3371e-05,29.921,35.086,67.592,49.201,75.203,1428.4,-0.0038157,99.894,0.64662,supercritical,0.872896160260837
711.7,2220.0,42829.0,2.3349e-05,29.906,35.089,67.563,49.204,75.142,1431.1,-0.0039114,100.04,0.64765,supercritical,0.8760205086507455
711.7,2230.0,42871.0,2.3326e-05,29.891,35.092,67.535,49.207,75.081,1433.7,-0.0040061,100.19,0.64866,supercritical,0.8790997333851067
711.7,2240.0,42912.0,2.3304e-05,29.875,35.095,67.506,49.21,75.02,1436.3,-0.0040999,100.33,0.64968,supercritical,0.8822090405564993
711.7,2250.0,42953.0,2.3281e-05,29.86,35.098,67.478,49.213,74.96,1439.0,-0.0041927,100.48,0.65069,supercritical,0.8852728860674342
711.7,2260.0,42993.0,2.3259e-05,29.845,35.102,67.45,49.216,74.9,1441.6,-0.0042847,100.62,0.6517,supercritical,0.888367152020311
711.7,2270.0,43034.0,2.3237e-05,29.83,35.105,67.422,49.219,74.841,1444.2,-0.0043759,100.77,0.65271,supercritical,0.8914539818651577
711.7,2280.0,43074.0,2.3216e-05,29.815,35.108,67.394,49.221,74.783,1446.8,-0.0044661,100.91,0.65372,supercritical,0.8945719081617673
711.7,2290.0,43114.0,2.3194e-05,29.8,35.111,67.366,49.224,74.725,1449.4,-0.0045555,101.06,0.65472,supercritical,0.8976440347930086
711.7,2300.0,43155.0,2.3173e-05,29.785,35.115,67.338,49.227,74.667,1451.9,-0.0046441,101.2,0.65573,supercritical,0.9007475958809235
711.7,2310.0,43194.0,2.3151e-05,29.77,35.118,67.31,49.23,74.61,1454.5,-0.0047318,101.34,0.65673,supercritical,0.9038050192985593
711.7,2320.0,43234.0,2.313e-05,29.756,35.122,67.283,49.233,74.554,1457.1,-0.0048187,101.48,0.65772,supercritical,0.9068942151777792
711.7,2330.0,43274.0,2.3109e-05,29.741,35.126,67.255,49.236,74.498,1459.6,-0.0049048,101.63,0.65872,supercritical,0.9099763129538793
711.7,2340.0,43313.0,2.3088e-05,29.727,35.129,67.228,49.239,74.442,1462.2,-0.0049902,101.77,0.65971,supercritical,0.9130513126268595
711.7,2350.0,43352.0,2.3067e-05,29.712,35.133,67.201,49.242,74.387,1464.7,-0.0050747,101.91,0.6607,supercritical,0.9161192141967199
711.7,2360.0,43391.0,2.3046e-05,29.698,35.137,67.174,49.245,74.333,1467.2,-0.0051584,102.05,0.66169,supercritical,0.9191800176634606
711.7,2370.0,43430.0,2.3026e-05,29.684,35.141,67.147,49.248,74.279,1469.7,-0.0052414,102.19,0.66268,supercritical,0.9222737766089718
711.7,2380.0,43469.0,2.3005e-05,29.669,35.145,67.12,49.251,74.225,1472.3,-0.0053237,102.33,0.66366,supercritical,0.925320552871928
711.7,2390.0,43507.0,2.2985e-05,29.655,35.149,67.093,49.254,74.172,1474.8,-0.0054052,102.47,0.66465,supercritical,0.9284006226185653
711.7,2400.0,43545.0,2.2965e-05,29.641,35.153,67.067,49.257,74.119,1477.3,-0.005486,102.61,0.66563,supercritical,0.9314739322669933
711.7,2410.0,43584.0,2.2944e-05,29.627,35.157,67.04,49.26,74.066,1479.7,-0.005566,102.75,0.66661,supercritical,0.9344997522255003
711.7,2420.0,43622.0,2.2924e-05,29.613,35.161,67.014,49.263,74.014,1482.2,-0.0056453,102.89,0.66758,supercritical,0.9375593726750544
711.7,2430.0,43660.0,2.2904e-05,29.599,35.165,66.988,49.266,73.963,1484.7,-0.005724,103.02,0.66856,supercritical,0.9406122330263988
711.7,2440.0,43697.0,2.2885e-05,29.585,35.169,66.961,49.269,73.912,1487.1,-0.0058019,103.16,0.66953,supercritical,0.9436995698786111
711.7,2450.0,43735.0,2.2865e-05,29.572,35.174,66.935,49.272,73.861,1489.6,-0.0058791,103.3,0.6705,supercritical,0.9467390790359923
711.7,2460.0,43772.0,2.2846e-05,29.558,35.178,66.909,49.276,73.811,1492.0,-0.0059557,103.44,0.67147,supercritical,0.9498134026991517
711.7,2470.0,43810.0,2.2826e-05,29.544,35.182,66.884,49.279,73.761,1494.5,-0.0060316,103.57,0.67243,supercritical,0.9528395606625694
711.7,2480.0,43847.0,2.2807e-05,29.531,35.187,66.858,49.282,73.711,1496.9,-0.0061068,103.71,0.6734,supercritical,0.9559008711366758
711.7,2490.0,43884.0,2.2788e-05,29.517,35.191,66.832,49.285,73.662,1499.3,-0.0061814,103.84,0.67436,supercritical,0.958955759517483
711.7,2500.0,43921.0,2.2768e-05,29.504,35.196,66.807,49.288,73.613,1501.8,-0.0062554,103.98,0.67532,supercritical,0.9619619751911832
711.7,2510.0,43957.0,2.2749e-05,29.491,35.201,66.781,49.291,73.565,1504.2,-0.0063287,104.11,0.67628,supercritical,0.9650038503829376
711.7,2520.0,43994.0,2.2731e-05,29.477,35.205,66.756,49.294,73.517,1506.6,-0.0064014,104.25,0.67724,supercritical,0.968081892100112
711.7,2530.0,44030.0,2.2712e-05,29.464,35.21,66.73,49.297,73.469,1509.0,-0.0064734,104.38,0.67819,supercritical,0.9711110921077238
711.7,2540.0,44066.0,2.2693e-05,29.451,35.215,66.705,49.3,73.422,1511.3,-0.0065449,104.52,0.67914,supercritical,0.9741338700220369
711.7,2550.0,44103.0,2.2674e-05,29.438,35.22,66.68,49.304,73.375,1513.7,-0.0066157,104.65,0.6801,supercritical,0.977150225843051
711.7,2560.0,44139.0,2.2656e-05,29.425,35.225,66.655,49.307,73.329,1516.1,-0.006686,104.78,0.68104,supercritical,0.9802034241993062
711.7,2570.0,44174.0,2.2638e-05,29.412,35.229,66.63,49.31,73.283,1518.5,-0.0067556,104.92,0.68199,supercritical,0.9832505384671726
711.7,2580.0,44210.0,2.2619e-05,29.399,35.234,66.605,49.313,73.237,1520.8,-0.0068247,105.05,0.68294,supercritical,0.9862479660132006
711.7,2590.0,44246.0,2.2601e-05,29.386,35.239,66.581,49.316,73.191,1523.2,-0.0068932,105.18,0.68388,supercritical,0.9892827431018352
711.7,2600.0,44281.0,2.2583e-05,29.373,35.245,66.556,49.319,73.146,1525.5,-0.0069612,105.31,0.68482,supercritical,0.9923114361020814
711.7,2610.0,44316.0,2.2565e-05,29.36,35.25,66.532,49.323,73.101,1527.8,-0.0070285,105.45,0.68576,supercritical,0.9953340450139392
711.7,2620.0,44352.0,2.2547e-05,29.347,35.255,66.507,49.326,73.057,1530.2,-0.0070954,105.58,0.6867,supercritical,0.9983505698374086
711.7,2630.0,44387.0,2.2529e-05,29.335,35.26,66.483,49.329,73.013,1532.5,-0.0071616,105.71,0.68764,supercritical,1.0013610105724895
711.7,2640.0,44422.0,2.2512e-05,29.322,35.265,66.458,49.332,72.969,1534.8,-0.0072274,105.84,0.68857,supercritical,1.0044099838673637
711.7,2650.0,44456.0,2.2494e-05,29.31,35.271,66.434,49.335,72.926,1537.1,-0.0072926,105.97,0.68951,supercritical,1.0074084254281228
711.7,2660.0,44491.0,2.2476e-05,29.297,35.276,66.41,49.338,72.882,1539.4,-0.0073572,106.1,0.69044,supercritical,1.0104007829004937
711.7,2670.0,44526.0,2.2459e-05,29.285,35.281,66.386,49.342,72.84,1541.7,-0.0074214,106.23,0.69137,supercritical,1.0134321799400237
711.7,2680.0,44560.0,2.2442e-05,29.272,35.287,66.362,49.345,72.797,1544.0,-0.007485,106.36,0.6923,supercritical,1.0164578308960757
711.7,2690.0,44594.0,2.2424e-05,29.26,35.292,66.338,49.348,72.755,1546.3,-0.0075481,106.49,0.69322,supercritical,1.0194322741081918
711.7,2700.0,44628.0,2.2407e-05,29.248,35.298,66.315,49.351,72.713,1548.6,-0.0076107,106.62,0.69415,supercritical,1.0224462638948326
711.7,2710.0,44662.0,2.239e-05,29.236,35.303,66.291,49.354,72.671,1550.8,-0.0076729,106.74,0.69507,supercritical,1.0254545075979955
711.7,2720.0,44696.0,2.2373e-05,29.223,35.309,66.267,49.358,72.63,1553.1,-0.0077345,106.87,0.69599,supercritical,1.0284570052176805
711.7,2730.0,44730.0,2.2356e-05,29.211,35.314,66.244,49.361,72.589,1555.3,-0.0077956,107.0,0.69691,supercritical,1.0314537567538873
711.7,2740.0,44764.0,2.2339e-05,29.199,35.32,66.221,49.364,72.548,1557.6,-0.0078563,107.13,0.69783,supercritical,1.0344447622066164
711.7,2750.0,44797.0,2.2323e-05,29.187,35.326,66.197,49.367,72.508,1559.8,-0.0079165,107.25,0.69875,supercritical,1.0374764972510566
711.7,2760.0,44831.0,2.2306e-05,29.175,35.332,66.174,49.371,72.468,1562.1,-0.0079762,107.38,0.69966,supercritical,1.040456179539285
711.7,2770.0,44864.0,2.2289e-05,29.163,35.337,66.151,49.374,72.428,1564.3,-0.0080354,107.51,0.70057,supercritical,1.0434301157440355
711.7,2780.0,44897.0,2.2273e-05,29.151,35.343,66.128,49.377,72.388,1566.5,-0.0080942,107.63,0.70149,supercritical,1.0464452885478628
711.7,2790.0,44931.0,2.2257e-05,29.14,35.349,66.105,49.38,72.349,1568.7,-0.0081525,107.76,0.7024,supercritical,1.049455053273123
711.7,2800.0,44964.0,2.224e-05,29.128,35.355,66.082,49.384,72.31,1571.0,-0.0082104,107.88,0.7033,supercritical,1.0524120892323499
711.7,2810.0,44996.0,2.2224e-05,29.116,35.361,66.059,49.387,72.271,1573.2,-0.0082679,108.01,0.70421,supercritical,1.0554108687980197
711.7,2820.0,45029.0,2.2208e-05,29.104,35.367,66.036,49.39,72.232,1575.4,-0.0083249,108.13,0.70512,supercritical,1.0584042402851221
711.7,2830.0,45062.0,2.2192e-05,29.093,35.373,66.013,49.393,72.194,1577.6,-0.0083814,108.26,0.70602,supercritical,1.061392203693657
711.7,2840.0,45094.0,2.2176e-05,29.081,35.379,65.991,49.396,72.156,1579.7,-0.0084376,108.38,0.70692,supercritical,1.064374759023624
711.7,2850.0,45127.0,2.216e-05,29.07,35.385,65.968,49.4,72.118,1581.9,-0.0084933,108.51,0.70782,supercritical,1.067351906275024
711.7,2860.0,45159.0,2.2144e-05,29.058,35.391,65.946,49.403,72.081,1584.1,-0.0085486,108.63,0.70872,supercritical,1.0703236454478564
711.7,2870.0,45191.0,2.2128e-05,29.047,35.398,65.923,49.406,72.044,1586.3,-0.0086034,108.75,0.70962,supercritical,1.073289976542121
711.7,2880.0,45223.0,2.2112e-05,29.035,35.404,65.901,49.409,72.007,1588.4,-0.0086579,108.88,0.71052,supercritical,1.0762508995578186
711.7,2890.0,45255.0,2.2097e-05,29.024,35.41,65.879,49.413,71.97,1590.6,-0.0087119,109.0,0.71141,supercritical,1.079255256204511
711.7,2900.0,45287.0,2.2081e-05,29.013,35.416,65.856,49.416,71.933,1592.8,-0.0087656,109.12,0.7123,supercritical,1.0822055320655288
711.7,2910.0,45319.0,2.2066e-05,29.002,35.423,65.834,49.419,71.897,1594.9,-0.0088188,109.24,0.71319,supercritical,1.0851995795624518
711.7,2920.0,45351.0,2.205e-05,28.99,35.429,65.812,49.423,71.861,1597.0,-0.0088717,109.37,0.71408,supercritical,1.08813920826879
711.7,2930.0,45382.0,2.2035e-05,28.979,35.435,65.79,49.426,71.825,1599.2,-0.0089242,109.49,0.71497,supercritical,1.0911229466159438
711.7,2940.0,45414.0,2.202e-05,28.968,35.442,65.768,49.429,71.79,1601.3,-0.0089763,109.61,0.71586,supercritical,1.0941016148894407
711.7,2950.0,45445.0,2.2004e-05,28.957,35.448,65.746,49.432,71.754,1603.4,-0.009028,109.73,0.71675,supercritical,1.0970253573649869
711.7,2960.0,45477.0,2.1989e-05,28.946,35.455,65.725,49.436,71.719,1605.6,-0.0090793,109.85,0.71763,supercritical,1.0999937164887144
711.7,2970.0,45508.0,2.1974e-05,28.935,35.461,65.703,49.439,71.685,1607.7,-0.0091302,109.97,0.71851,supercritical,1.1029570055387852
711.7,2980.0,45539.0,2.1959e-05,28.924,35.468,65.681,49.442,71.65,1609.8,-0.0091808,110.09,0.7194,supercritical,1.1059152245151986
711.7,2990.0,45570.0,2.1944e-05,28.913,35.474,65.66,49.445,71.615,1611.9,-0.009231,110.21,0.72028,supercritical,1.1088683734179552
711.7,3000.0,45601.0,2.1929e-05,28.902,35.481,65.638,49.449,71.581,1614.0,-0.0092809,110.33,0.72115,supercritical,1.1118164522470548
711.7,3010.0,45632.0,2.1915e-05,28.891,35.488,65.617,49.452,71.547,1616.1,-0.0093304,110.45,0.72203,supercritical,1.114810330741523
711.7,3020.0,45662.0,2.19e-05,28.881,35.494,65.595,49.455,71.514,1618.2,-0.0093795,110.57,0.72291,supercritical,1.1177484384257639
711.7,3030.0,45693.0,2.1885e-05,28.87,35.501,65.574,49.458,71.48,1620.2,-0.0094283,110.69,0.72378,supercritical,1.1206814760363477
711.7,3040.0,45723.0,2.1871e-05,28.859,35.508,65.553,49.462,71.447,1622.3,-0.0094767,110.8,0.72465,supercritical,1.1236608203196654
711.7,3050.0,45754.0,2.1856e-05,28.849,35.515,65.532,49.465,71.414,1624.4,-0.0095248,110.92,0.72553,supercritical,1.1265838867853903
711.7,3060.0,45784.0,2.1842e-05,28.838,35.522,65.51,49.468,71.381,1626.5,-0.0095726,111.04,0.7264,supercritical,1.1295535979287599
711.7,3070.0,45814.0,2.1827e-05,28.827,35.528,65.489,49.471,71.348,1628.5,-0.00962,111.16,0.72727,supercritical,1.1324666932496261
711.7,3080.0,45845.0,2.1813e-05,28.817,35.535,65.468,49.475,71.316,1630.6,-0.0096671,111.28,0.72813,supercritical,1.1354267712530473
711.7,3090.0,45875.0,2.1799e-05,28.806,35.542,65.448,49.478,71.283,1632.6,-0.0097138,111.39,0.729,supercritical,1.138382117187722
711.7,3100.0,45905.0,2.1784e-05,28.796,35.549,65.427,49.481,71.251,1634.7,-0.0097603,111.51,0.72986,supercritical,1.1412803402925276
711.7,3110.0,45934.0,2.177e-05,28.786,35.556,65.406,49.485,71.219,1636.7,-0.0098064,111.63,0.73073,supercritical,1.1442260530872541
711.7,3120.0,45964.0,2.1756e-05,28.775,35.563,65.385,49.488,71.188,1638.8,-0.0098521,111.74,0.73159,supercritical,1.1471670338132338
711.7,3130.0,45994.0,2.1742e-05,28.765,35.57,65.364,49.491,71.156,1640.8,-0.0098976,111.86,0.73245,supercritical,1.1501032824704671
711.7,3140.0,46023.0,2.1728e-05,28.755,35.577,65.344,49.494,71.125,1642.8,-0.0099428,111.97,0.73331,supercritical,1.1530347990589538
711.7,3150.0,46053.0,2.1714e-05,28.744,35.584,65.323,49.498,71.094,1644.8,-0.0099876,112.09,0.73417,supercritical,1.1559615835786938
711.7,3160.0,46082.0,2.17e-05,28.734,35.591,65.303,49.501,71.063,1646.9,-0.010032,112.2,0.73503,supercritical,1.1588836360296875
711.7,3170.0,46112.0,2.1686e-05,28.724,35.599,65.282,49.504,71.032,1648.9,-0.010076,112.32,0.73588,supercritical,1.1618009564119345
711.7,3180.0,46141.0,2.1673e-05,28.714,35.606,65.262,49.507,71.001,1650.9,-0.01012,112.43,0.73674,supercritical,1.1647672875061994
711.7,3190.0,46170.0,2.1659e-05,28.704,35.613,65.242,49.511,70.971,1652.9,-0.010164,112.55,0.73759,supercritical,1.1676753127534087
711.7,3200.0,46199.0,2.1645e-05,28.694,35.62,65.221,49.514,70.941,1654.9,-0.010207,112.66,0.73844,supercritical,1.1705786059318712
711.7,3210.0,46228.0,2.1632e-05,28.684,35.627,65.201,49.517,70.911,1656.9,-0.01025,112.78,0.73929,supercritical,1.1735314168297173
711.7,3220.0,46257.0,2.1618e-05,28.674,35.635,65.181,49.52,70.881,1658.9,-0.010293,112.89,0.74014,supercritical,1.1764254148731421
711.7,3230.0,46286.0,2.1605e-05,28.664,35.642,65.161,49.524,70.851,1660.8,-0.010335,113.0,0.74099,supercritical,1.179369268640861
711.7,3240.0,46315.0,2.1591e-05,28.654,35.649,65.141,49.527,70.822,1662.8,-0.010378,113.12,0.74184,supercritical,1.182253971549248
711.7,3250.0,46343.0,2.1578e-05,28.644,35.657,65.121,49.53,70.792,1664.8,-0.01042,113.23,0.74268,supercritical,1.1851888681868392
711.7,3260.0,46372.0,2.1565e-05,28.634,35.664,65.101,49.534,70.763,1666.8,-0.010461,113.34,0.74353,supercritical,1.1881193707605946
711.7,3270.0,46400.0,2.1551e-05,28.624,35.671,65.081,49.537,70.734,1668.7,-0.010502,113.45,0.74437,supercritical,1.1909902154676524
711.7,3280.0,46429.0,2.1538e-05,28.614,35.679,65.061,49.54,70.706,1670.7,-0.010544,113.57,0.74521,supercritical,1.1939117609112802
711.7,3290.0,46457.0,2.1525e-05,28.605,35.686,65.041,49.543,70.677,1672.6,-0.010584,113.68,0.74605,supercritical,1.196828912291072
711.7,3300.0,46486.0,2.1512e-05,28.595,35.694,65.022,49.547,70.648,1674.6,-0.010625,113.79,0.74689,supercritical,1.1997416696070278
711.7,3310.0,46514.0,2.1499e-05,28.585,35.701,65.002,49.55,70.62,1676.5,-0.010665,113.9,0.74773,supercritical,1.2026500328591474
711.7,3320.0,46542.0,2.1486e-05,28.576,35.709,64.982,49.553,70.592,1678.5,-0.010705,114.01,0.74857,supercritical,1.205554002047431
711.7,3330.0,46570.0,2.1473e-05,28.566,35.716,64.963,49.556,70.564,1680.4,-0.010745,114.12,0.7494,supercritical,1.2084535771718785
711.7,3340.0,46598.0,2.146e-05,28.556,35.724,64.943,49.56,70.536,1682.3,-0.010784,114.23,0.75024,supercritical,1.2113487582324898
711.7,3350.0,46626.0,2.1447e-05,28.547,35.732,64.924,49.563,70.509,1684.3,-0.010823,114.34,0.75107,supercritical,1.2142395452292651
711.7,3360.0,46653.0,2.1435e-05,28.537,35.739,64.905,49.566,70.481,1686.2,-0.010862,114.45,0.7519,supercritical,1.217182722987163
711.7,3370.0,46681.0,2.1422e-05,28.528,35.747,64.885,49.569,70.454,1688.1,-0.010901,114.56,0.75274,supercritical,1.2200648908587213
711.7,3380.0,46709.0,2.1409e-05,28.518,35.755,64.866,49.573,70.427,1690.0,-0.01094,114.67,0.75357,supercritical,1.2229426646664439
711.7,3390.0,46736.0,2.1397e-05,28.509,35.762,64.847,49.576,70.399,1692.0,-0.010978,114.78,0.75439,supercritical,1.2258733362426542
711.7,3400.0,46764.0,2.1384e-05,28.5,35.77,64.828,49.579,70.373,1693.9,-0.011016,114.89,0.75522,supercritical,1.2287424909251596
711.7,3410.0,46791.0,2.1371e-05,28.49,35.778,64.808,49.582,70.346,1695.8,-0.011053,115.0,0.75605,supercritical,1.2316072515438288
711.7,3420.0,46819.0,2.1359e-05,28.481,35.786,64.789,49.586,70.319,1697.7,-0.011091,115.11,0.75687,supercritical,1.2345254169383522
711.7,3430.0,46846.0,2.1347e-05,28.472,35.794,64.77,49.589,70.293,1699.6,-0.011128,115.22,0.7577,supercritical,1.23743952627395
711.7,3440.0,46873.0,2.1334e-05,28.462,35.801,64.751,49.592,70.267,1701.4,-0.011165,115.33,0.75852,supercritical,1.2402914427060212
711.7,3450.0,46900.0,2.1322e-05,28.453,35.809,64.732,49.595,70.24,1703.3,-0.011202,115.43,0.75934,supercritical,1.2431972709213124
711.7,3460.0,46927.0,2.131e-05,28.444,35.817,64.714,49.598,70.214,1705.2,-0.011239,115.54,0.76016,supercritical,1.246099043077678
711.7,3470.0,46954.0,2.1297e-05,28.435,35.825,64.695,49.602,70.189,1707.1,-0.011275,115.65,0.76098,supercritical,1.2489381153231518
711.7,3480.0,46981.0,2.1285e-05,28.426,35.833,64.676,49.605,70.163,1709.0,-0.011311,115.76,0.7618,supercritical,1.251831606359211
711.7,3490.0,47008.0,2.1273e-05,28.417,35.841,64.657,49.608,70.137,1710.8,-0.011347,115.86,0.76262,supercritical,1.2547210413363443
711.7,3500.0,47035.0,2.1261e-05,28.408,35.849,64.639,49.611,70.112,1712.7,-0.011382,115.97,0.76344,supercritical,1.257606420254552
711.7,3510.0,47062.0,2.1249e-05,28.399,35.857,64.62,49.615,70.087,1714.6,-0.011418,116.08,0.76425,supercritical,1.2604877431138344
711.7,3520.0,47088.0,2.1237e-05,28.39,35.865,64.601,49.618,70.061,1716.4,-0.011453,116.18,0.76507,supercritical,1.263365009914191
711.7,3530.0,47115.0,2.1225e-05,28.381,35.873,64.583,49.621,70.036,1718.3,-0.011488,116.29,0.76588,supercritical,1.266238220655622
711.7,3540.0,47141.0,2.1213e-05,28.372,35.881,64.564,49.624,70.011,1720.1,-0.011523,116.39,0.76669,supercritical,1.2691073753381272
711.7,3550.0,47168.0,2.1201e-05,28.363,35.889,64.546,49.628,69.987,1722.0,-0.011557,116.5,0.7675,supercritical,1.271972473961707
711.7,3560.0,47194.0,2.1189e-05,28.354,35.897,64.527,49.631,69.962,1723.8,-0.011591,116.6,0.76831,supercritical,1.2748335165263613
711.7,3570.0,47220.0,2.1177e-05,28.345,35.905,64.509,49.634,69.938,1725.6,-0.011626,116.71,0.76912,supercritical,1.27769050303209
