Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,substance,substance_id,substance_name,Tc,Pc,rhoc,Vmc,Tr,Pr,Vmr
150.86,1.0,80.273,0.012458,1.8646,3.1103,140.58,12.537,21.073,228.16,1.1958,12.324,0.0096532,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.020416288114657875,0.16706178000000002
150.86,2.63,213.54,0.0046829,1.8373,3.0689,132.35,12.647,21.565,227.16,1.1916,12.381,0.0097538,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.053694837741550205,0.062797689
150.86,4.26,349.98,0.0028573,1.8093,3.0265,128.16,12.761,22.088,226.15,1.1873,12.441,0.0098604,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.08697338736844254,0.038316393000000004
150.86,5.89,489.79,0.0020417,1.7808,2.9833,125.27,12.88,22.647,225.13,1.1828,12.505,0.0099735,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.12025193699533487,0.027379197000000004
150.86,7.52,633.18,0.0015793,1.7515,2.9392,123.04,13.003,23.245,224.08,1.1781,12.573,0.010094,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.1535304866222272,0.021178413000000004
150.86,9.15,780.39,0.0012814,1.7216,2.8941,121.21,13.132,23.886,223.02,1.1731,12.645,0.010222,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.18680903624911957,0.017183574000000004
150.86,10.78,931.7,0.0010733,1.6908,2.8478,119.64,13.266,24.576,221.94,1.1679,12.721,0.010359,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.22008758587601188,0.014392953
150.86,12.41,1087.4,0.00091961,1.6592,2.8005,118.25,13.406,25.321,220.83,1.1624,12.803,0.010506,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.2533661355029042,0.0123319701
150.86,14.04,1247.9,0.00080136,1.6267,2.7519,117.0,13.553,26.128,219.71,1.1566,12.89,0.010663,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.2866446851297965,0.010746237600000002
150.86,15.67,1413.5,0.00070749,1.5933,2.7019,115.86,13.707,27.005,218.56,1.1505,12.982,0.010833,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.3199232347566889,0.0094874409
150.86,17.3,1584.6,0.00063108,1.5588,2.6505,114.79,13.869,27.963,217.39,1.144,13.081,0.011016,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.35320178438358124,0.0084627828
150.86,18.93,1761.8,0.0005676,1.5231,2.5976,113.8,14.04,29.013,216.18,1.137,13.187,0.011214,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.38648033401047355,0.007611516000000001
150.86,20.56,1945.6,0.00051397,1.4862,2.5429,112.85,14.221,30.171,214.95,1.1296,13.301,0.01143,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.41975888363736585,0.006892337700000001
150.86,22.19,2136.8,0.000468,1.4479,2.4864,111.95,14.413,31.455,213.68,1.1217,13.423,0.011665,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.45303743326425827,0.00627588
150.86,23.82,2336.0,0.00042808,1.4081,2.4278,111.07,14.617,32.888,212.37,1.1133,13.554,0.011923,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.4863159828911506,0.005740552800000001
150.86,25.45,2544.2,0.00039305,1.3667,2.367,110.23,14.835,34.497,211.03,1.1041,13.696,0.012208,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.5195945325180429,0.005270800500000001
150.86,27.08,2762.5,0.00036199,1.3233,2.3036,109.4,15.069,36.32,209.63,1.0943,13.85,0.012523,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.5528730821449352,0.004854285900000001
150.86,28.71,2992.2,0.0003342,1.2778,2.2373,108.58,15.322,38.404,208.19,1.0836,14.017,0.012875,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.5861516317718276,0.004481622
150.86,30.34,3235.0,0.00030912,1.2299,2.1678,107.78,15.597,40.813,206.68,1.0719,14.199,0.013269,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.6194301813987199,0.004145299200000001
150.86,31.97,3492.9,0.00028629,1.1792,2.0945,106.97,15.897,43.632,205.1,1.0591,14.4,0.013716,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.6527087310256122,0.003839148900000001
150.86,33.6,3768.4,0.00026536,1.1253,2.0169,106.16,16.229,46.983,203.44,1.045,14.621,0.014226,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.6859872806525046,0.0035584776000000006
150.86,35.23,4065.0,0.000246,1.0675,1.9341,105.33,16.6,51.04,201.67,1.0293,14.866,0.014817,vapor,Ar,C7440371,argon,150.86,48.9805,13.41,0.07457121551081282,1.0,0.7192658302793968,0.0032988600000000007
